Date,Stock,Returns
2017-10-25,AMC Entertainment (AMC),2.4305582690386798
2017-10-25,Alphabet (GOOG),0.39702702921155997
2017-10-25,Amazon (AMZN),0.46843867013313
2017-10-25,Apple (AAPL),0.08258473149833
2017-10-25,Bed Bath & Beyond (BBBY),0.14005922753805
2017-10-25,BlackBerry (BB),0.0
2017-10-25,Clover Health (CLOV),
2017-10-25,Microsoft (MSFT),-0.12626070451295
2017-10-25,Nokia (NOK),0.49834235719934006
2017-10-25,Nvidia (NVDA),0.23647860161164
2017-10-25,Tilray (TLRY),
2017-10-25,Virgin Galactic (SPCE),0.0
2017-10-26,AMC Entertainment (AMC),1.3559309102721
2017-10-26,Alphabet (GOOG),1.1791955279613
2017-10-26,Amazon (AMZN),-0.15643343244012
2017-10-26,Apple (AAPL),0.17772058005285002
2017-10-26,Bed Bath & Beyond (BBBY),-0.27972667205999
2017-10-26,BlackBerry (BB),-2.70270432815192
2017-10-26,Clover Health (CLOV),
2017-10-26,Microsoft (MSFT),0.40455082300526995
2017-10-26,Nokia (NOK),-17.355374506315922
2017-10-26,Nvidia (NVDA),-1.53598912751926
2017-10-26,Tilray (TLRY),
2017-10-26,Virgin Galactic (SPCE),0.0
2017-10-27,AMC Entertainment (AMC),0.0
2017-10-27,Alphabet (GOOG),6.15532059486101
2017-10-27,Amazon (AMZN),12.481430081827561
2017-10-27,Apple (AAPL),3.65583488913425
2017-10-27,Bed Bath & Beyond (BBBY),-1.3557691278806299
2017-10-27,BlackBerry (BB),-0.55555943108382
2017-10-27,Clover Health (CLOV),
2017-10-27,Microsoft (MSFT),8.53689113020903
2017-10-27,Nokia (NOK),0.0
2017-10-27,Nvidia (NVDA),2.9108846597055202
2017-10-27,Tilray (TLRY),
2017-10-27,Virgin Galactic (SPCE),0.48780673887671
2017-10-30,AMC Entertainment (AMC),-0.6688925021486299
2017-10-30,Alphabet (GOOG),-2.2338970314428703
2017-10-30,Amazon (AMZN),1.55664962489281
2017-10-30,Apple (AAPL),2.73227448284738
2017-10-30,Bed Bath & Beyond (BBBY),-3.50710785658582
2017-10-30,BlackBerry (BB),3.25884905892588
2017-10-30,Clover Health (CLOV),
2017-10-30,Microsoft (MSFT),-2.16936796217094
2017-10-30,Nokia (NOK),-2.60000228881835
2017-10-30,Nvidia (NVDA),2.09045490799828
2017-10-30,Tilray (TLRY),
2017-10-30,Virgin Galactic (SPCE),-0.19417919799324
2017-10-31,AMC Entertainment (AMC),-3.7037048929720497
2017-10-31,Alphabet (GOOG),-0.09463703377732
2017-10-31,Amazon (AMZN),-1.09103080847364
2017-10-31,Apple (AAPL),0.94007645826879
2017-10-31,Bed Bath & Beyond (BBBY),-2.16110275475094
2017-10-31,BlackBerry (BB),0.36068495313494
2017-10-31,Clover Health (CLOV),
2017-10-31,Microsoft (MSFT),0.03557308033381
2017-10-31,Nokia (NOK),0.61602074976034
2017-10-31,Nvidia (NVDA),0.87340631944436
2017-10-31,Tilray (TLRY),
2017-10-31,Virgin Galactic (SPCE),-0.29182620379816
2017-11-01,AMC Entertainment (AMC),-1.3986000461365
2017-11-01,Alphabet (GOOG),0.55371224055122
2017-11-01,Amazon (AMZN),-0.14137057598651
2017-11-01,Apple (AAPL),0.17094521388478
2017-11-01,Bed Bath & Beyond (BBBY),2.71083838408887
2017-11-01,BlackBerry (BB),-0.80862669957314
2017-11-01,Clover Health (CLOV),
2017-11-01,Microsoft (MSFT),-0.71123573942633
2017-11-01,Nokia (NOK),2.04081434053664
2017-11-01,Nvidia (NVDA),1.00053000969813
2017-11-01,Tilray (TLRY),
2017-11-01,Virgin Galactic (SPCE),0.29268032167015
2017-11-02,AMC Entertainment (AMC),-5.31914879226281
2017-11-02,Alphabet (GOOG),-0.15345184024025
2017-11-02,Amazon (AMZN),-0.63392419052619
2017-11-02,Apple (AAPL),-0.84735931547532
2017-11-02,Bed Bath & Beyond (BBBY),-0.53762809347537
2017-11-02,BlackBerry (BB),-1.81159248148735
2017-11-02,Clover Health (CLOV),
2017-11-02,Microsoft (MSFT),0.83571744315822
2017-11-02,Nokia (NOK),0.60000419616699
2017-11-02,Nvidia (NVDA),-1.02872012647128
2017-11-02,Tilray (TLRY),
2017-11-02,Virgin Galactic (SPCE),0.0
2017-11-03,AMC Entertainment (AMC),-2.24719237574909
2017-11-03,Alphabet (GOOG),0.44354219001303
2017-11-03,Amazon (AMZN),0.97464244439724
2017-11-03,Apple (AAPL),3.41839436607473
2017-11-03,Bed Bath & Beyond (BBBY),-2.35872006505417
2017-11-03,BlackBerry (BB),2.5830233305333
2017-11-03,Clover Health (CLOV),
2017-11-03,Microsoft (MSFT),0.09472156277752
2017-11-03,Nokia (NOK),-0.99403953577108
2017-11-03,Nvidia (NVDA),0.42346609554451003
2017-11-03,Tilray (TLRY),
2017-11-03,Virgin Galactic (SPCE),-0.29182620379816
2017-11-06,AMC Entertainment (AMC),-5.3639831343613
2017-11-06,Alphabet (GOOG),0.21498099393062
2017-11-06,Amazon (AMZN),1.14408693456218
2017-11-06,Apple (AAPL),0.41892058380588
2017-11-06,Bed Bath & Beyond (BBBY),1.76144166753138
2017-11-06,BlackBerry (BB),-0.7194237817389301
2017-11-06,Clover Health (CLOV),
2017-11-06,Microsoft (MSFT),0.18925482727958
2017-11-06,Nokia (NOK),3.21284832930335
2017-11-06,Nvidia (NVDA),0.61813851695891
2017-11-06,Tilray (TLRY),
2017-11-06,Virgin Galactic (SPCE),0.19512641720655
2017-11-07,AMC Entertainment (AMC),4.4534349803404
2017-11-07,Alphabet (GOOG),-0.08696390688226001
2017-11-07,Amazon (AMZN),0.46116276796365996
2017-11-07,Apple (AAPL),0.14857677505821
2017-11-07,Bed Bath & Beyond (BBBY),-0.9396569394713
2017-11-07,BlackBerry (BB),-0.45290027996042004
2017-11-07,Clover Health (CLOV),
2017-11-07,Microsoft (MSFT),0.23613292189246
2017-11-07,Nokia (NOK),-1.16731409218041
2017-11-07,Nvidia (NVDA),1.3906077856741001
2017-11-07,Tilray (TLRY),
2017-11-07,Virgin Galactic (SPCE),-0.19474641550334001
2017-11-08,AMC Entertainment (AMC),-5.03875688179539
2017-11-08,Alphabet (GOOG),0.92381806628054
2017-11-08,Amazon (AMZN),0.43693906471422
2017-11-08,Apple (AAPL),0.5649104097940499
2017-11-08,Bed Bath & Beyond (BBBY),-2.5461817843164902
2017-11-08,BlackBerry (BB),-0.81892770211344
2017-11-08,Clover Health (CLOV),
2017-11-08,Microsoft (MSFT),-0.34157939966461004
2017-11-08,Nokia (NOK),-0.59054593349886
2017-11-08,Nvidia (NVDA),-0.42273082305579995
2017-11-08,Tilray (TLRY),
2017-11-08,Virgin Galactic (SPCE),0.0
2017-11-09,AMC Entertainment (AMC),-2.04081632653061
2017-11-09,Alphabet (GOOG),-0.91344625524907
2017-11-09,Amazon (AMZN),-0.52134038800705
2017-11-09,Apple (AAPL),-0.0794367823904
2017-11-09,Bed Bath & Beyond (BBBY),4.25204868976292
2017-11-09,BlackBerry (BB),-0.5504538352495201
2017-11-09,Clover Health (CLOV),
2017-11-09,Microsoft (MSFT),-0.40184843970270995
2017-11-09,Nokia (NOK),-1.58416628755753
2017-11-09,Nvidia (NVDA),-2.67452743818175
2017-11-09,Tilray (TLRY),
2017-11-09,Virgin Galactic (SPCE),0.0
2017-11-10,AMC Entertainment (AMC),-3.33333015441894
2017-11-10,Alphabet (GOOG),-0.31238761476113996
2017-11-10,Amazon (AMZN),0.18856347242075
2017-11-10,Apple (AAPL),-0.40885928208309
2017-11-10,Bed Bath & Beyond (BBBY),0.14741414611564999
2017-11-10,BlackBerry (BB),0.27675030026663
2017-11-10,Clover Health (CLOV),
2017-11-10,Microsoft (MSFT),-0.20173036159637
2017-11-10,Nokia (NOK),-0.40241412013706
2017-11-10,Nvidia (NVDA),5.9807086843312
2017-11-10,Tilray (TLRY),
2017-11-10,Virgin Galactic (SPCE),-0.09756320860327
2017-11-13,AMC Entertainment (AMC),0.86206400436981
2017-11-13,Alphabet (GOOG),0.07955366456464
2017-11-13,Amazon (AMZN),0.7201190987721799
2017-11-13,Apple (AAPL),-0.5017703605382501
2017-11-13,Bed Bath & Beyond (BBBY),-1.37389004331216
2017-11-13,BlackBerry (BB),-0.91995794708572
2017-11-13,Clover Health (CLOV),
2017-11-13,Microsoft (MSFT),-0.19024498884393
2017-11-13,Nokia (NOK),-1.21212010285811
2017-11-13,Nvidia (NVDA),-0.6859651587142299
2017-11-13,Tilray (TLRY),
2017-11-13,Virgin Galactic (SPCE),-0.09765848735702001
2017-11-14,AMC Entertainment (AMC),4.70085640770114
2017-11-14,Alphabet (GOOG),-0.46239495604101
2017-11-14,Amazon (AMZN),-0.16667673968972999
2017-11-14,Apple (AAPL),-0.5845296690320501
2017-11-14,Bed Bath & Beyond (BBBY),0.89552388935139
2017-11-14,BlackBerry (BB),-0.8356559773682499
2017-11-14,Clover Health (CLOV),
2017-11-14,Microsoft (MSFT),0.19060761027083
2017-11-14,Nokia (NOK),-1.02248906468047
2017-11-14,Nvidia (NVDA),-1.09130871537043
2017-11-14,Tilray (TLRY),
2017-11-14,Virgin Galactic (SPCE),0.09775395238824
2017-11-15,AMC Entertainment (AMC),3.6734678307358095
2017-11-15,Alphabet (GOOG),-0.26490117399992
2017-11-15,Amazon (AMZN),-0.54920912411201
2017-11-15,Apple (AAPL),-1.82152898382778
2017-11-15,Bed Bath & Beyond (BBBY),-0.69034167779521
2017-11-15,BlackBerry (BB),-2.90262556890064
2017-11-15,Clover Health (CLOV),
2017-11-15,Microsoft (MSFT),-0.48751015476058995
2017-11-15,Nokia (NOK),1.0330519074667799
2017-11-15,Nvidia (NVDA),-1.30353957727045
2017-11-15,Tilray (TLRY),
2017-11-15,Virgin Galactic (SPCE),-0.48828312355912995
2017-11-16,AMC Entertainment (AMC),1.9685039665718398
2017-11-16,Alphabet (GOOG),1.15517808601266
2017-11-16,Amazon (AMZN),0.5663784608328
2017-11-16,Apple (AAPL),0.9100444611995699
2017-11-16,Bed Bath & Beyond (BBBY),2.2840169104360397
2017-11-16,BlackBerry (BB),1.54291079245738
2017-11-16,Clover Health (CLOV),
2017-11-16,Microsoft (MSFT),-0.32262428555904
2017-11-16,Nokia (NOK),1.2269927283794
2017-11-16,Nvidia (NVDA),1.03773440954819
2017-11-16,Tilray (TLRY),
2017-11-16,Virgin Galactic (SPCE),-0.39254134936405
2017-11-17,AMC Entertainment (AMC),1.54440009429224
2017-11-17,Alphabet (GOOG),-0.14480029512422
2017-11-17,Amazon (AMZN),0.05622703333825
2017-11-17,Apple (AAPL),-0.2792783738731
2017-11-17,Bed Bath & Beyond (BBBY),2.28155002257801
2017-11-17,BlackBerry (BB),-1.13960008169176
2017-11-17,Clover Health (CLOV),
2017-11-17,Microsoft (MSFT),-0.35962050940797
2017-11-17,Nokia (NOK),0.40404003428604
2017-11-17,Nvidia (NVDA),0.5368857010540999
2017-11-17,Tilray (TLRY),
2017-11-17,Virgin Galactic (SPCE),-0.6403899785832
2017-11-20,AMC Entertainment (AMC),-1.9011407395610298
2017-11-20,Alphabet (GOOG),-1.14170234578691
2017-11-20,Amazon (AMZN),-0.47242219682216996
2017-11-20,Apple (AAPL),-0.48427669876333
2017-11-20,Bed Bath & Beyond (BBBY),0.42714833360912
2017-11-20,BlackBerry (BB),-1.05667299029396
2017-11-20,Clover Health (CLOV),
2017-11-20,Microsoft (MSFT),-0.6376400278851
2017-11-20,Nokia (NOK),1.60966607485768
2017-11-20,Nvidia (NVDA),-0.36220049091707
2017-11-20,Tilray (TLRY),
2017-11-20,Virgin Galactic (SPCE),0.0
2017-11-21,AMC Entertainment (AMC),0.38759838925142
2017-11-21,Alphabet (GOOG),1.2223623674735702
2017-11-21,Amazon (AMZN),0.58054129510149
2017-11-21,Apple (AAPL),1.84099403998274
2017-11-21,Bed Bath & Beyond (BBBY),-1.46502584205026
2017-11-21,BlackBerry (BB),3.5922318321111
2017-11-21,Clover Health (CLOV),
2017-11-21,Microsoft (MSFT),1.51350049088998
2017-11-21,Nokia (NOK),0.39603921130948
2017-11-21,Nvidia (NVDA),0.90879287956386
2017-11-21,Tilray (TLRY),
2017-11-21,Virgin Galactic (SPCE),-0.3470485600369
2017-11-22,AMC Entertainment (AMC),2.9343638612955503
2017-11-22,Alphabet (GOOG),0.44400568008859
2017-11-22,Amazon (AMZN),1.7780705502158802
2017-11-22,Apple (AAPL),0.74841858065499
2017-11-22,Bed Bath & Beyond (BBBY),1.9184633631266799
2017-11-22,BlackBerry (BB),1.0309246100348
2017-11-22,Clover Health (CLOV),
2017-11-22,Microsoft (MSFT),0.07157107658550001
2017-11-22,Nokia (NOK),-0.19724316653344
2017-11-22,Nvidia (NVDA),0.22168655000349
2017-11-22,Tilray (TLRY),
2017-11-22,Virgin Galactic (SPCE),0.14924765536089998
2017-11-24,AMC Entertainment (AMC),5.40135237171577
2017-11-24,Alphabet (GOOG),0.33394645027888
2017-11-24,Amazon (AMZN),2.28998222041438
2017-11-24,Apple (AAPL),0.28571428571428
2017-11-24,Bed Bath & Beyond (BBBY),0.94118006089154
2017-11-24,BlackBerry (BB),0.18553300796937
2017-11-24,Clover Health (CLOV),
2017-11-24,Microsoft (MSFT),-0.56019214798006
2017-11-24,Nokia (NOK),0.9881460731281599
2017-11-24,Nvidia (NVDA),0.0
2017-11-24,Tilray (TLRY),
2017-11-24,Virgin Galactic (SPCE),0.14903471384131
2017-11-27,AMC Entertainment (AMC),6.76156438696424
2017-11-27,Alphabet (GOOG),1.17735914851471
2017-11-27,Amazon (AMZN),2.23872244988139
2017-11-27,Apple (AAPL),-0.23931519598023002
2017-11-27,Bed Bath & Beyond (BBBY),-1.9580422440805
2017-11-27,BlackBerry (BB),1.20370474208364
2017-11-27,Clover Health (CLOV),
2017-11-27,Microsoft (MSFT),0.65923894252184
2017-11-27,Nokia (NOK),-1.1741671470031
2017-11-27,Nvidia (NVDA),0.16589889877951
2017-11-27,Tilray (TLRY),
2017-11-27,Virgin Galactic (SPCE),0.19841724122076
2017-11-28,AMC Entertainment (AMC),9.33333079020182
2017-11-28,Alphabet (GOOG),0.6551697342621999
2017-11-28,Amazon (AMZN),-0.66507348151531
2017-11-28,Apple (AAPL),-0.11994900141126001
2017-11-28,Bed Bath & Beyond (BBBY),4.61245497709594
2017-11-28,BlackBerry (BB),1.00640122237833
2017-11-28,Clover Health (CLOV),
2017-11-28,Microsoft (MSFT),1.28601352523165
2017-11-28,Nokia (NOK),0.39603921130948
2017-11-28,Nvidia (NVDA),-1.20997647930961
2017-11-28,Tilray (TLRY),
2017-11-28,Virgin Galactic (SPCE),-0.39603921130948
2017-11-29,AMC Entertainment (AMC),0.0
2017-11-29,Alphabet (GOOG),-1.7220904745086503
2017-11-29,Amazon (AMZN),-0.87443647019564
2017-11-29,Apple (AAPL),-1.11511237072741
2017-11-29,Bed Bath & Beyond (BBBY),8.40909264304421
2017-11-29,BlackBerry (BB),-0.90580055992085
2017-11-29,Clover Health (CLOV),
2017-11-29,Microsoft (MSFT),-0.16458898855716
2017-11-29,Nokia (NOK),-0.59172009452849
2017-11-29,Nvidia (NVDA),-2.14688245800599
2017-11-29,Tilray (TLRY),
2017-11-29,Virgin Galactic (SPCE),-0.63618416530986
2017-11-30,AMC Entertainment (AMC),-4.57317083808086
2017-11-30,Alphabet (GOOG),-1.49317882800577
2017-11-30,Amazon (AMZN),-1.35838722215655
2017-11-30,Apple (AAPL),-0.45107494075659
2017-11-30,Bed Bath & Beyond (BBBY),-0.25157008378499
2017-11-30,BlackBerry (BB),-1.09689113493437
2017-11-30,Clover Health (CLOV),
2017-11-30,Microsoft (MSFT),-0.47103336611373
2017-11-30,Nokia (NOK),0.19841724122076
2017-11-30,Nvidia (NVDA),-3.5408350534449697
2017-11-30,Tilray (TLRY),
2017-11-30,Virgin Galactic (SPCE),1.54060948526202
2017-12-01,AMC Entertainment (AMC),-8.62619463707176
2017-12-01,Alphabet (GOOG),-0.5833780394735399
2017-12-01,Amazon (AMZN),0.09163144957069
2017-12-01,Apple (AAPL),-0.27303428742279
2017-12-01,Bed Bath & Beyond (BBBY),-3.614966697165
2017-12-01,BlackBerry (BB),0.2772706792206
2017-12-01,Clover Health (CLOV),
2017-12-01,Microsoft (MSFT),0.34311515268041
2017-12-01,Nokia (NOK),-1.58416628755753
2017-12-01,Nvidia (NVDA),-1.25813493443719
2017-12-01,Tilray (TLRY),
2017-12-01,Virgin Galactic (SPCE),-1.4778288095344
2017-12-04,AMC Entertainment (AMC),2.44754841347609
2017-12-04,Alphabet (GOOG),-0.62494492418695
2017-12-04,Amazon (AMZN),-0.37723028749103
2017-12-04,Apple (AAPL),0.5533855410817
2017-12-04,Bed Bath & Beyond (BBBY),6.93414797831029
2017-12-04,BlackBerry (BB),0.4608224451857
2017-12-04,Clover Health (CLOV),
2017-12-04,Microsoft (MSFT),-0.44805714462546004
2017-12-04,Nokia (NOK),-3.4205152240103303
2017-12-04,Nvidia (NVDA),0.08494386888404
2017-12-04,Tilray (TLRY),
2017-12-04,Virgin Galactic (SPCE),0.0
2017-12-05,AMC Entertainment (AMC),1.7064846860731901
2017-12-05,Alphabet (GOOG),0.44385040470104997
2017-12-05,Amazon (AMZN),-1.3555094753616
2017-12-05,Apple (AAPL),-0.63723257782495
2017-12-05,Bed Bath & Beyond (BBBY),0.04078396694593
2017-12-05,BlackBerry (BB),-2.66055020185523
2017-12-05,Clover Health (CLOV),
2017-12-05,Microsoft (MSFT),-2.07272295827851
2017-12-05,Nokia (NOK),-0.41666625274553
2017-12-05,Nvidia (NVDA),-3.79431152657135
2017-12-05,Tilray (TLRY),
2017-12-05,Virgin Galactic (SPCE),-0.20000457763671
2017-12-06,AMC Entertainment (AMC),0.67114351697943
2017-12-06,Alphabet (GOOG),0.42720005824776
2017-12-06,Amazon (AMZN),-0.29156715883555
2017-12-06,Apple (AAPL),-0.76959380325218
2017-12-06,Bed Bath & Beyond (BBBY),-2.6090553570408
2017-12-06,BlackBerry (BB),-2.6390173612774603
2017-12-06,Clover Health (CLOV),
2017-12-06,Microsoft (MSFT),0.55636076774887
2017-12-06,Nokia (NOK),-0.41840962444885
2017-12-06,Nvidia (NVDA),-1.32848863473585
2017-12-06,Tilray (TLRY),
2017-12-06,Virgin Galactic (SPCE),-0.30059854055333
2017-12-07,AMC Entertainment (AMC),-3.33333333333333
2017-12-07,Alphabet (GOOG),0.90441860563785
2017-12-07,Amazon (AMZN),0.63155090587552
2017-12-07,Apple (AAPL),0.14101380579756
2017-12-07,Bed Bath & Beyond (BBBY),-2.34407484407483
2017-12-07,BlackBerry (BB),0.29041368047202
2017-12-07,Clover Health (CLOV),
2017-12-07,Microsoft (MSFT),-0.40894435937769996
2017-12-07,Nokia (NOK),-0.84034531022663
2017-12-07,Nvidia (NVDA),1.81971532816547
2017-12-07,Tilray (TLRY),
2017-12-07,Virgin Galactic (SPCE),-0.20100004495208
2017-12-08,AMC Entertainment (AMC),1.37930902941474
2017-12-08,Alphabet (GOOG),0.75514213604892
2017-12-08,Amazon (AMZN),0.8253157974687799
2017-12-08,Apple (AAPL),0.32855993345004003
2017-12-08,Bed Bath & Beyond (BBBY),-0.12859274215009
2017-12-08,BlackBerry (BB),0.09652730900806
2017-12-08,Clover Health (CLOV),
2017-12-08,Microsoft (MSFT),2.1497569005936
2017-12-08,Nokia (NOK),-1.48304444779173
2017-12-08,Nvidia (NVDA),0.60950032984519
2017-12-08,Tilray (TLRY),
2017-12-08,Virgin Galactic (SPCE),0.0
2017-12-11,AMC Entertainment (AMC),5.10204088252632
2017-12-11,Alphabet (GOOG),0.16793380287734
2017-12-11,Amazon (AMZN),-0.2464221783083
2017-12-11,Apple (AAPL),1.10526280096399
2017-12-11,Bed Bath & Beyond (BBBY),0.55794451661808
2017-12-11,BlackBerry (BB),2.02507271421874
2017-12-11,Clover Health (CLOV),
2017-12-11,Microsoft (MSFT),0.9340280189463
2017-12-11,Nokia (NOK),-0.64516578909831
2017-12-11,Nvidia (NVDA),0.0
2017-12-11,Tilray (TLRY),
2017-12-11,Virgin Galactic (SPCE),-0.20141447279962998
2017-12-12,AMC Entertainment (AMC),3.5598718286393405
2017-12-12,Alphabet (GOOG),0.62368364982994
2017-12-12,Amazon (AMZN),0.31626870103278004
2017-12-12,Apple (AAPL),-0.28920122723415
2017-12-12,Bed Bath & Beyond (BBBY),0.42680486627069
2017-12-12,BlackBerry (BB),0.9451831965108201
2017-12-12,Clover Health (CLOV),
2017-12-12,Microsoft (MSFT),0.7965330716860101
2017-12-12,Nokia (NOK),-1.08224491636874
2017-12-12,Nvidia (NVDA),-0.48259700549199996
2017-12-12,Tilray (TLRY),
2017-12-12,Virgin Galactic (SPCE),1.21089694658691
2017-12-13,AMC Entertainment (AMC),-4.0624976158142
2017-12-13,Alphabet (GOOG),-0.34704226301540003
2017-12-13,Amazon (AMZN),-0.23261982199379003
2017-12-13,Apple (AAPL),0.6670885205382899
2017-12-13,Bed Bath & Beyond (BBBY),1.6149560122294002
2017-12-13,BlackBerry (BB),1.02995930275335
2017-12-13,Clover Health (CLOV),
2017-12-13,Microsoft (MSFT),-0.05810929690233001
2017-12-13,Nokia (NOK),3.28226724061024
2017-12-13,Nvidia (NVDA),-0.66549386633508
2017-12-13,Tilray (TLRY),
2017-12-13,Virgin Galactic (SPCE),-0.29910003758598
2017-12-14,AMC Entertainment (AMC),2.93159477577844
2017-12-14,Alphabet (GOOG),1.13073642413243
2017-12-14,Amazon (AMZN),0.60297154584463
2017-12-14,Apple (AAPL),-0.23625009748866
2017-12-14,Bed Bath & Beyond (BBBY),-0.8364732924124201
2017-12-14,BlackBerry (BB),0.37071327149621996
2017-12-14,Clover Health (CLOV),
2017-12-14,Microsoft (MSFT),-0.15115959699764
2017-12-14,Nokia (NOK),-1.05931601949658
2017-12-14,Nvidia (NVDA),-1.66710291508244
2017-12-14,Tilray (TLRY),
2017-12-14,Virgin Galactic (SPCE),1.9999980926513599
2017-12-15,AMC Entertainment (AMC),0.63290776321667
2017-12-15,Alphabet (GOOG),0.8615990331823401
2017-12-15,Amazon (AMZN),0.40919431655345995
2017-12-15,Apple (AAPL),0.60070077791354
2017-12-15,Bed Bath & Beyond (BBBY),-2.6571032690556997
2017-12-15,BlackBerry (BB),0.92336456301198
2017-12-15,Clover Health (CLOV),
2017-12-15,Microsoft (MSFT),1.42074479129692
2017-12-15,Nokia (NOK),-0.42826510920284994
2017-12-15,Nvidia (NVDA),1.6055818124643702
2017-12-15,Tilray (TLRY),
2017-12-15,Virgin Galactic (SPCE),-0.29411503462912003
2017-12-18,AMC Entertainment (AMC),-3.14465416349625
2017-12-18,Alphabet (GOOG),1.01815062969552
2017-12-18,Amazon (AMZN),1.01711712937897
2017-12-18,Apple (AAPL),1.73967894077702
2017-12-18,Bed Bath & Beyond (BBBY),3.33622383149483
2017-12-18,BlackBerry (BB),2.4702607186708003
2017-12-18,Clover Health (CLOV),
2017-12-18,Microsoft (MSFT),0.47078158152475
2017-12-18,Nokia (NOK),1.29032132363429
2017-12-18,Nvidia (NVDA),2.93169728999851
2017-12-18,Tilray (TLRY),
2017-12-18,Virgin Galactic (SPCE),-0.58997462307359
2017-12-19,AMC Entertainment (AMC),-0.32467037856536
2017-12-19,Alphabet (GOOG),-0.1529925330985
2017-12-19,Amazon (AMZN),-0.15149212463171
2017-12-19,Apple (AAPL),-1.02144333508223
2017-12-19,Bed Bath & Beyond (BBBY),0.8385696117062
2017-12-19,BlackBerry (BB),-1.16071532727506
2017-12-19,Clover Health (CLOV),
2017-12-19,Microsoft (MSFT),-1.31428745814732
2017-12-19,Nokia (NOK),0.42462804170979
2017-12-19,Nvidia (NVDA),-0.14645416557149002
2017-12-19,Tilray (TLRY),
2017-12-19,Virgin Galactic (SPCE),0.88032349086693
2017-12-20,AMC Entertainment (AMC),-0.32573413350023
2017-12-20,Alphabet (GOOG),-0.3213111302201
2017-12-20,Amazon (AMZN),-0.16513290445634002
2017-12-20,Apple (AAPL),0.01710404207837
2017-12-20,Bed Bath & Beyond (BBBY),2.8690251806508997
2017-12-20,BlackBerry (BB),11.65311650781857
2017-12-20,Clover Health (CLOV),
2017-12-20,Microsoft (MSFT),-0.05789857932454
2017-12-20,Nokia (NOK),-1.9027516326632001
2017-12-20,Nvidia (NVDA),0.17195751986369
2017-12-20,Tilray (TLRY),
2017-12-20,Virgin Galactic (SPCE),-1.0687342108184001
2017-12-21,AMC Entertainment (AMC),1.9607855359147799
2017-12-21,Alphabet (GOOG),-0.37731165940223
2017-12-21,Amazon (AMZN),-0.99328184079163
2017-12-21,Apple (AAPL),0.34203973878607996
2017-12-21,Bed Bath & Beyond (BBBY),-6.548095985740369
2017-12-21,BlackBerry (BB),-0.4854325858332
2017-12-21,Clover Health (CLOV),
2017-12-21,Microsoft (MSFT),-0.23175500644740002
2017-12-21,Nokia (NOK),4.09482893723374
2017-12-21,Nvidia (NVDA),-0.060589878093
2017-12-21,Tilray (TLRY),
2017-12-21,Virgin Galactic (SPCE),-0.49554202159292005
2017-12-22,AMC Entertainment (AMC),-0.6410280706692201
2017-12-22,Alphabet (GOOG),-0.47974011270895
2017-12-22,Amazon (AMZN),-0.3858661870309
2017-12-22,Apple (AAPL),-0.34087381488008
2017-12-22,Bed Bath & Beyond (BBBY),-1.8166092605897601
2017-12-22,BlackBerry (BB),-3.98373791479501
2017-12-22,Clover Health (CLOV),
2017-12-22,Microsoft (MSFT),-0.54587831478811
